Month,StTime,FinTime,Consumption
10,885,899,0.03
10,900,914,0.12
10,915,929,0.12
10,930,944,0.12
10,945,959,0.12
10,960,974,0.03
10,975,989,0.03
10,990,1004,0.03
10,1005,1019,0.03
10,1020,1034,0.03
10,1035,1049,0.03
10,1050,1064,0.03
10,1065,1079,0.03
10,1080,1094,0.04
10,1095,1109,0.04
10,1110,1124,0.04
10,1125,1139,0.04
10,1140,1154,0.85
10,1155,1169,0.85
10,1170,1184,0.85
10,1185,1199,0.85
10,1200,1214,0.62
10,1215,1229,0.62
10,1230,1244,0.62
10,1245,1259,0.62
10,1260,1274,0.08
10,1275,1289,0.08
10,1290,1304,0.08
10,1305,1319,0.08
10,1320,1334,0.09
10,1335,1349,0.09
10,1350,1364,0.09
10,1365,1379,0.09
10,1380,1394,0.05
10,1395,1409,0.05
10,1410,1424,0.05
10,1425,1439,0.05
10,0,14,0.04
10,15,29,0.04
10,30,44,0.04
10,45,59,0.04
10,60,74,0.04
10,75,89,0.04
10,90,104,0.04
10,105,119,0.04
10,120,134,0.03
10,135,149,0.03
10,150,164,0.03
10,165,179,0.03
10,180,194,0.02
10,195,209,0.02
10,210,224,0.02
10,225,239,0.02
10,240,254,0.02
10,255,269,0.02
10,270,284,0.02
10,285,299,0.02
10,300,314,0.03
10,315,329,0.03
10,330,344,0.03
10,345,359,0.03
10,360,374,0.03
10,375,389,0.03
10,390,404,0.03
10,405,419,0.03
10,420,434,0.02
10,435,449,0.02
10,450,464,0.02
10,465,479,0.02
10,480,494,0.03
10,495,509,0.03
10,510,524,0.03
10,525,539,0.03
10,540,554,0.07
10,555,569,0.07
10,570,584,0.07
10,585,599,0.07
10,600,614,0.45
10,615,629,0.45
10,630,644,0.45
10,645,659,0.45
10,660,674,0.13
10,675,689,0.13
10,690,704,0.13
10,705,719,0.13
10,720,734,0.07
10,735,749,0.07
10,750,764,0.07
10,765,779,0.07
10,780,794,0.04
10,795,809,0.04
10,810,824,0.04
10,825,839,0.04
10,840,854,0.03
10,855,869,0.03
10,870,884,0.03
10,885,899,0.03
10,900,914,0.04
10,915,929,0.04
10,930,944,0.04
10,945,959,0.04
10,960,974,0.04
10,975,989,0.04
10,990,1004,0.04
10,1005,1019,0.04
10,1020,1034,0.13
10,1035,1049,0.13
10,1050,1064,0.13
10,1065,1079,0.13
10,1080,1094,0.17
10,1095,1109,0.17
10,1110,1124,0.17
10,1125,1139,0.17
10,1140,1154,0.04
10,1155,1169,0.04
10,1170,1184,0.04
10,1185,1199,0.04
10,1200,1214,0.19
10,1215,1229,0.19
10,1230,1244,0.19
10,1245,1259,0.19
10,1260,1274,0.09
10,1275,1289,0.09
10,1290,1304,0.09
10,1305,1319,0.09
10,1320,1334,0.07
10,1335,1349,0.07
10,1350,1364,0.07
10,1365,1379,0.07
10,1380,1394,0.04
10,1395,1409,0.04
10,1410,1424,0.04
10,1425,1439,0.04
10,0,14,0.04
10,15,29,0.04
10,30,44,0.04
10,45,59,0.04
10,60,74,0.04
10,75,89,0.04
10,90,104,0.04
10,105,119,0.04
10,120,134,0.03
10,135,149,0.03
10,150,164,0.03
10,165,179,0.03
10,180,194,0.04
10,195,209,0.04
10,210,224,0.04
10,225,239,0.04
10,240,254,0.04
10,255,269,0.04
10,270,284,0.04
10,285,299,0.04
10,300,314,0.03
10,315,329,0.03
10,330,344,0.03
10,345,359,0.03
10,360,374,0.12
10,375,389,0.12
10,390,404,0.12
10,405,419,0.12
10,420,434,0.05
10,435,449,0.05
10,450,464,0.05
10,465,479,0.05
10,480,494,0.43
10,495,509,0.43
10,510,524,0.43
10,525,539,0.43
10,540,554,0.16
10,555,569,0.16
10,570,584,0.16
10,585,599,0.16
10,600,614,0.03
10,615,629,0.03
10,630,644,0.03
10,645,659,0.03
10,660,674,0.03
10,675,689,0.03
10,690,704,0.03
10,705,719,0.03
10,720,734,0.07
10,735,749,0.07
10,750,764,0.07
10,765,779,0.07
10,780,794,0.12
10,795,809,0.12
10,810,824,0.12
10,825,839,0.12
10,840,854,0.06
10,855,869,0.06
10,870,884,0.06
10,885,899,0.06
10,900,914,0.01
10,915,929,0.01
10,930,944,0.01
10,945,959,0.01
10,960,974,0.02
10,975,989,0.02
10,990,1004,0.02
10,1005,1019,0.02
10,1020,1034,0.06
10,1035,1049,0.06
10,1050,1064,0.06
10,1065,1079,0.06
10,1080,1094,0.12
10,1095,1109,0.12
10,1110,1124,0.12
10,1125,1139,0.12
10,1140,1154,0.12
10,1155,1169,0.12
10,1170,1184,0.12
10,1185,1199,0.12
10,1200,1214,0.41
10,1215,1229,0.41
10,1230,1244,0.41
10,1245,1259,0.41
10,1260,1274,0.08
10,1275,1289,0.08
10,1290,1304,0.08
10,1305,1319,0.08
10,1320,1334,0.05
10,1335,1349,0.05
10,1350,1364,0.05
10,1365,1379,0.05
